Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
44891.0,1.12879529531679,0.184819239015436,0.433980067734492,1.27116866556448,-0.0634999835927411,0.150788469737949,-0.0235690643166815,0.119826397907868,-0.0034906753216698,0.0389000560762361,1.19932207612025,1.34113227643191,0.0171632801118058,0.21503434024446,-0.820198544158231,-0.53725771339844,-0.0016186654603004,-0.511172178356209,-0.0775893252509852,-0.171046037931961,-0.0496805564348134,0.0764215008221241,-0.0745610643292638,0.0449002949798644,0.642627395050243,-0.330511682688578,0.0382203401649854,0.0057438549851136,5.0,0
142675.0,1.91269339491978,-0.337391497321427,-0.474216480397854,0.235299409461624,-0.290249349931689,0.0231687543634019,-0.48782557247917,0.116263004147968,0.851379008145135,-0.0285322291767685,1.06455578245024,1.5078705560793,0.572590556731067,0.0966035787265022,-0.038635479825508,0.293356192786129,-0.767541429319506,0.0920151237480513,0.172827368615143,-0.123579234357901,-0.156048335470637,-0.389860727591926,0.404209001504779,0.668111831222679,-0.455311725246906,-0.717110813490851,0.0252257796599738,-0.030717039671789,24.59,0
73247.0,-0.375660831538149,1.0654112116582,1.2903342820986,0.0774852635773437,0.0488596984541462,-1.01692400023028,0.670771014161593,-0.0580971565863667,-0.360830575980407,-0.502469640710886,-0.246370317759053,-0.184801816887678,-0.085732748360402,-0.386265039559908,0.918105775555606,0.391098749293831,0.0211789433456582,-0.111853749764397,-0.0898551050710281,0.115476150610342,-0.261546459788941,-0.708766492507028,-0.0004381328456011,0.328315008463274,-0.165076143213359,0.0725138350955368,0.242204665009406,0.0988747646597351,4.49,0
72196.0,1.04671765551256,-0.599963673125379,0.777083597563976,0.389394076176273,-1.00534474458896,-0.0064238142847481,-0.551816439863777,0.128728024966246,-1.14381138351502,0.855617941301385,1.53246828289575,0.799696959584638,0.215396303259808,0.341017776091415,0.568748733400678,-1.27279702185866,-0.185736286149004,1.15361484861952,-1.30368447570561,-0.383215804760074,-0.406751270155234,-0.918150825649385,0.157411376243058,0.134378588180295,0.0233613346367887,-0.63111601839554,0.0586599588823272,0.0435394075093258,95.88,0
33779.0,1.28680691184758,0.121298857968208,-0.203211840929863,0.327201153767018,0.0745367227911765,-0.132769696719862,-0.165892848065138,0.124766158986555,0.144393114800286,-0.0570851022889664,0.260506253030364,-0.485527164304999,-1.58128650605409,0.223728170859893,0.689915318385558,1.10566686850755,-0.569578748656766,0.813460710448041,0.542563306559661,-0.148361280782561,-0.33243934300973,-1.09109620797103,-0.00814936510406,-0.943284022583992,0.274813489467339,0.15601974514663,-0.0416265231688513,0.0051854441359056,5.49,0
118910.0,1.74847329689104,-0.648046018794782,-0.597236319475212,0.32632587993588,-0.444271885753642,-0.121801181925178,-0.317323911325702,0.0260098518192341,0.891308456006431,-0.0628808213795339,0.693140297079606,1.38064673445439,0.58117889231435,0.11978014022075,-0.0331922104010259,0.405081599838737,-0.89126928971997,0.221401253202465,0.291023294404541,0.0492669451389755,-0.121223232539708,-0.466361524730608,0.232714618569868,-0.498102602203818,-0.454455747746774,-0.666492237020256,0.0112741518337623,-0.0256406282386814,119.72,0
123251.0,-0.760288176885394,0.937299024433528,-0.188153946313099,-0.252886560639859,1.36700284725528,-0.399528047315395,1.39716437587091,-0.258830502606379,-0.376937522220228,-0.400321774637782,-1.87447254027252,-1.61479367037462,-2.27737022907032,0.9336599454762,0.552491182027237,-1.05114700224502,0.149744699454251,0.241005496941828,1.60367017423009,-0.103021096241901,0.0896304986265485,0.193581012083988,-0.68131698133413,0.0940311160664591,1.236044009316,0.22499224206377,-0.296999873909839,0.095601785287962,29.0,0
146560.0,2.11883910398551,-0.217330203561426,-2.2894063149402,-0.642352593796064,0.533225222857399,-1.24245528457306,0.614446017287586,-0.475073775825751,0.539936751754574,-0.179480810603104,-0.823093384074772,0.23425317775157,-0.210405238176197,0.5886418768611,-8.019837692122e-05,-0.812000619212287,0.031702347395451,-0.838371832901834,0.503995312100423,-0.143314675650317,0.0919348520638905,0.40316223749416,-0.018063983857376,0.715348005372833,0.321747586404973,1.0512574755722,-0.147078366712286,-0.0830022095949818,27.83,0
153249.0,2.10425562911121,-0.126379602388078,-1.51727934391038,0.18501064681362,0.350696394694053,-0.612155658502501,0.187034304709943,-0.275179367679468,0.6040998901155,0.0659653763176038,-1.66296451821348,0.11999854065551,0.293656441311477,0.207841159678534,0.113152604786083,0.197983865449249,-0.668020689519012,-0.532669277464885,0.532419418268841,-0.154884248855808,-0.347283228646637,-0.895404244028757,0.196912133221711,-1.00161643838321,-0.1640971636842,0.258517540611988,-0.074863439904857,-0.0675624915060322,17.99,0
69571.0,1.11190746426403,-0.145552957872952,0.714524805209297,0.784293930346898,-0.57125950328506,0.0808639626847963,-0.360492127011799,0.206798365318756,0.433603703918057,-0.0816718835460611,1.23860997033988,1.06230072000491,-0.685468205868326,0.129214916696506,-0.788620464439659,-0.469000819623342,0.209308635709269,-0.527802511682717,0.0435306501122076,-0.17171927408029,-0.0187337809959258,0.153596076104539,-0.0254243409592792,0.267892281646545,0.401627426937442,0.412051816311874,-0.0048149779825286,0.0004169708896155,11.5,0
